	Human	Haecon	Lv_support	SupportedBy	Identity	e_val
352	NP_001373619.1	XGW09116.1	2	['O', 'S']	60.831	4.23e-143
353	NP_006568.2	XGW11577.1	1	['S']	27.948	4.24e-16
354	NP_006568.2	XGW11581.1	1	['S']	27.948	4.29e-16
355	NP_006568.2	XGW17381.1	1	['S']	24.498	2.34e-11
356	NP_006568.2	XGW02106.1	1	['S']	0.0	0.0
357	NP_006568.2	XGW17382.1	1	['S']	24.498	1.8e-11
358	NP_006568.2	XGW18717.1	1	['S']	26.506	6.15e-19
359	NP_006568.2	XGW02104.1	1	['S']	24.664	8.11e-13
360	NP_006568.2	XGW02524.1	1	['S']	27.083	1.63e-12
361	NP_006568.2	XGW17380.1	1	['S']	24.498	2.46e-11
362	NP_006568.2	XGW17385.1	1	['S']	0.0	0.0
363	NP_006568.2	XGW14324.1	1	['S']	0.0	0.0
364	NP_006568.2	XGW17383.1	1	['S']	24.498	1.92e-11
365	NP_006568.2	XGW02105.1	1	['S']	24.664	8.11e-13
366	NP_006568.2	XGW17384.1	1	['S']	0.0	0.0
367	NP_006568.2	XGW02525.1	1	['S']	27.027	1.41e-11
368	NP_006568.2	XGW11578.1	1	['S']	25.764	6.07e-13
369	NP_006568.2	XGW02108.1	1	['S']	0.0	0.0
370	NP_006568.2	XGW11580.1	1	['S']	27.948	4.29e-16
371	NP_006568.2	XGW11944.1	1	['S']	0.0	0.0
372	NP_006568.2	XGW02107.1	1	['S']	26.667	6.27e-11
373	NP_006568.2	XGW14323.1	1	['S']	0.0	0.0
374	NP_006568.2	XGW11943.1	1	['S']	0.0	0.0
375	NP_002099.1	XGW12353.1	4	['O', 'S', 'F', 'B']	54.307	0.0
376	NP_002099.1	XGW12354.1	4	['O', 'S', 'F', 'B']	54.307	0.0
377	NP_001338111.1	XGW06126.1	1	['S']	37.248	6.09e-64
378	NP_001338111.1	XGW06125.1	1	['S']	37.248	5.39e-64
379	NP_001338111.1	XGW32842.1	2	['S', 'B']	52.5	1.61e-120
380	NP_001338111.1	XGW32840.1	2	['S', 'B']	52.5	1.64e-120
381	NP_001338111.1	XGW32841.1	2	['S', 'B']	52.5	1.64e-120
382	NP_001277255.1	XGW07996.1	1	['S']	0.0	0.0
383	NP_001277255.1	XGW07995.1	1	['S']	0.0	0.0
384	NP_001277255.1	XGW07994.1	1	['S']	0.0	0.0
385	NP_001382830.1	XGW18670.1	2	['S', 'B']	39.337	3.2e-99
386	NP_001382830.1	XGW18671.1	2	['S', 'B']	39.337	3.2e-99
387	NP_001121175.1	XGW30195.1	3	['O', 'S', 'B']	30.137	1.9300000000000002e-47
388	NP_001121175.1	XGW30204.1	2	['O', 'S']	27.568	2.78e-32
389	NP_001121175.1	XGW02181.1	3	['O', 'S', 'B']	28.255	1.27e-36
390	NP_001121175.1	XGW05970.1	1	['S']	25.469	4.020000000000001e-27
391	NP_001121175.1	XGW06869.1	2	['O', 'S']	27.616	7.510000000000001e-33
392	NP_001121175.1	XGW05969.1	1	['S']	25.419	4.9599999999999995e-23
393	NP_001121175.1	XGW30196.1	3	['O', 'S', 'B']	30.137	1.9300000000000002e-47
394	NP_001121175.1	XGW30201.1	2	['O', 'S']	27.297	5.03e-32
395	NP_001121175.1	XGW30207.1	2	['O', 'S']	27.568	2.78e-32
396	NP_001121175.1	XGW30216.1	3	['O', 'S', 'B']	27.224	4.8e-41
397	NP_001121175.1	XGW06870.1	2	['O', 'S']	27.616	7.510000000000001e-33
398	NP_001121175.1	XGW30194.1	2	['O', 'S']	26.471	5.83e-28
399	NP_001121175.1	XGW30213.1	2	['S', 'B']	25.786	9.52e-15
400	NP_001121175.1	XGW30214.1	3	['O', 'S', 'B']	28.09	1.48e-41
401	NP_001121175.1	XGW30205.1	2	['O', 'S']	27.297	5.03e-32
402	NP_001121175.1	XGW30198.1	2	['O', 'S']	27.568	2.78e-32
403	NP_001121175.1	XGW30193.1	3	['O', 'S', 'B']	30.11	9.73e-47
404	NP_001121175.1	XGW30202.1	2	['O', 'S']	27.224	7.66e-32
405	NP_001121175.1	XGW30208.1	2	['O', 'S']	27.297	5.03e-32
406	NP_001121175.1	XGW30206.1	2	['O', 'S']	27.297	5.03e-32
407	NP_001121175.1	XGW30215.1	3	['O', 'S', 'B']	26.786	7.8e-16
408	NP_001121175.1	XGW30200.1	2	['O', 'S']	26.575	9.13e-30
409	NP_001121175.1	XGW30197.1	2	['O', 'S']	27.297	6.74e-32
410	NP_001121175.1	XGW30191.1	3	['O', 'S', 'B']	30.137	1.9300000000000002e-47
411	NP_001121175.1	XGW30203.1	2	['O', 'S']	27.297	5.03e-32
412	NP_001121175.1	XGW30192.1	2	['O', 'S']	26.923	2.35e-35
413	NP_001121175.1	XGW30199.1	2	['O', 'S']	27.224	6.35e-32
414	NP_001121175.1	XGW30219.1	3	['O', 'S', 'B']	27.933	4.8499999999999995e-45
415	NP_001121175.1	XGW30218.1	3	['O', 'S', 'B']	27.933	4.8499999999999995e-45
416	NP_001366595.1	XGW33286.1	2	['S', 'B']	29.643	2.07e-63
417	NP_001366595.1	XGW33287.1	2	['S', 'B']	29.643	1.99e-63
418	NP_001366595.1	XGW25609.1	1	['B']	25.6	7.25e-42
419	NP_001366595.1	XGW14968.1	2	['S', 'B']	26.306	1.7e-54
420	NP_001366595.1	XGW14967.1	2	['S', 'B']	26.255	8.78e-55
421	NP_001366595.1	XGW33909.1	3	['S', 'F', 'B']	39.402	4.05e-80
422	NP_001366595.1	XGW25608.1	2	['S', 'B']	26.102	8.95e-50
423	NP_001185521.1	XGW06281.1	1	['O']	25.0	2.62e-14
424	NP_001185521.1	XGW06284.1	1	['O']	25.0	2.62e-14
425	NP_001185521.1	XGW06283.1	1	['O']	25.0	2.62e-14
426	NP_001185521.1	XGW06282.1	1	['O']	25.0	2.62e-14
427	NP_001400777.1	XGW32376.1	3	['S', 'F', 'B']	41.739	5.0099999999999995e-61
428	NP_005651.1	XGW31949.1	1	['S']	48.632	1.79e-92
429	NP_005651.1	XGW29313.1	1	['O']	41.799	3.24e-78
430	NP_005651.1	XGW18100.1	1	['O']	40.541	3.3200000000000002e-65
431	NP_005651.1	XGW29310.1	1	['O']	44.147	4.1000000000000005e-79
432	NP_005651.1	XGW31950.1	1	['S']	48.632	1.9399999999999998e-92
433	NP_005651.1	XGW18101.1	1	['O']	40.541	1.32e-64
434	NP_005651.1	XGW29311.1	1	['O']	44.147	4.1000000000000005e-79
435	NP_005651.1	XGW18102.1	1	['O']	40.541	3.3200000000000002e-65
436	NP_005651.1	XGW29312.1	1	['O']	41.799	3.24e-78
437	NP_005651.1	XGW31948.1	1	['S']	48.503	3.76e-93
438	NP_001157752.1	XGW31177.1	3	['O', 'S', 'F']	25.364	5.0000000000000005e-22
439	NP_001373618.1	XGW09115.1	1	['O']	51.929	5.08e-116
440	NP_001373618.1	XGW09116.1	2	['O', 'S']	60.831	4.23e-143
441	NP_115644.1	XGW19819.1	2	['S', 'F']	40.517	5.47e-43
442	NP_115644.1	XGW19818.1	2	['S', 'F']	38.961	9.31e-41
443	NP_115644.1	XGW19817.1	2	['S', 'F']	37.705	1.39e-41
444	NP_001186128.1	XGW24772.1	3	['O', 'S', 'B']	65.741	1.44e-98
445	NP_001291394.1	XGW29398.1	2	['S', 'B']	26.395	2.8700000000000004e-32
446	NP_001291394.1	XGW28059.1	2	['O', 'S']	24.416	2.93e-25
447	NP_001291394.1	XGW28061.1	2	['O', 'S']	24.416	2.93e-25
448	NP_001291394.1	XGW25333.1	1	['B']	0.0	0.0
449	NP_001291394.1	XGW25332.1	2	['S', 'B']	28.508	2.96e-37
450	NP_001291394.1	XGW29401.1	2	['S', 'B']	27.039	2.6e-34
451	NP_001291394.1	XGW33235.1	3	['O', 'S', 'B']	27.111	8.36e-35
452	NP_001291394.1	XGW35251.1	3	['O', 'S', 'B']	26.882	8.01e-51
453	NP_001291394.1	XGW35252.1	3	['O', 'S', 'B']	26.882	9.17e-51
454	NP_001291394.1	XGW25334.1	3	['O', 'S', 'B']	28.322	9.07e-38
455	NP_001291394.1	XGW29403.1	2	['S', 'B']	27.293	1.48e-34
456	NP_001291394.1	XGW28060.1	2	['O', 'S']	24.123	4.3499999999999997e-23
457	NP_001291394.1	XGW29400.1	2	['S', 'B']	27.253	2.3100000000000001e-35
458	NP_001291394.1	XGW25330.1	1	['B']	0.0	0.0
459	NP_001291394.1	XGW35250.1	3	['O', 'S', 'B']	26.882	9.17e-51
460	NP_001291394.1	XGW29399.1	3	['O', 'S', 'B']	26.712	7.4000000000000004e-31
461	NP_001291394.1	XGW25331.1	1	['B']	0.0	0.0
462	NP_001291394.1	XGW29402.1	2	['S', 'B']	27.039	2.8e-34
463	NP_001291394.1	XGW25273.1	3	['O', 'S', 'B']	27.235	8.29e-37
464	NP_001275986.1	XGW08367.1	1	['S']	46.185	2.09e-65
465	NP_001275986.1	XGW08366.1	1	['S']	47.107	1.76e-64
466	NP_001338673.1	XGW21415.1	4	['O', 'S', 'F', 'B']	52.201	7.949999999999999e-60
467	NP_001139288.1	XGW07601.1	1	['S']	0.0	0.0
468	NP_001139288.1	XGW07602.1	1	['S']	0.0	0.0
469	NP_001139288.1	XGW07603.1	1	['S']	0.0	0.0
470	NP_001139288.1	XGW27622.1	1	['S']	0.0	0.0
471	NP_001139288.1	XGW27621.1	1	['S']	0.0	0.0
472	NP_001139288.1	XGW23581.1	1	['S']	0.0	0.0
473	NP_001035810.1	XGW25412.1	4	['O', 'S', 'F', 'B']	62.245	0.0
474	NP_001035810.1	XGW25414.1	3	['O', 'S', 'B']	62.245	0.0
475	NP_001035810.1	XGW25413.1	3	['O', 'S', 'B']	62.245	0.0
476	NP_001351308.1	XGW22635.1	3	['O', 'S', 'F']	43.223	1.1100000000000001e-103
477	NP_001351308.1	XGW22636.1	3	['O', 'S', 'F']	43.223	1.1100000000000001e-103
478	NP_001336082.1	XGW11577.1	2	['S', 'B']	31.053	1.24e-21
479	NP_001336082.1	XGW11581.1	2	['S', 'B']	30.052	8.659999999999999e-23
480	NP_001336082.1	XGW17381.1	2	['S', 'B']	27.692	1.66e-18
481	NP_001336082.1	XGW02106.1	1	['S']	30.732	3.3700000000000004e-21
482	NP_001336082.1	XGW17382.1	2	['S', 'B']	27.692	2.1e-18
483	NP_001336082.1	XGW18717.1	2	['S', 'F']	27.953	2.37e-25
484	NP_001336082.1	XGW02104.1	3	['O', 'S', 'B']	26.866	1.81e-15
485	NP_001336082.1	XGW02524.1	3	['O', 'S', 'B']	29.577	4.73e-17
486	NP_001336082.1	XGW17380.1	2	['S', 'B']	27.692	1.96e-18
487	NP_001336082.1	XGW17385.1	1	['S']	0.0	0.0
488	NP_001336082.1	XGW14324.1	2	['S', 'B']	25.907	3.21e-15
489	NP_001336082.1	XGW17383.1	2	['S', 'B']	27.692	9.5e-19
490	NP_001336082.1	XGW02105.1	3	['O', 'S', 'B']	26.866	1.81e-15
491	NP_001336082.1	XGW17384.1	1	['S']	0.0	0.0
492	NP_001336082.1	XGW02525.1	2	['S', 'B']	30.457	2.77e-15
493	NP_001336082.1	XGW11578.1	2	['S', 'B']	30.0	1.06e-18
494	NP_001336082.1	XGW02108.1	2	['O', 'S']	24.576	1.83e-13
495	NP_001336082.1	XGW11580.1	2	['S', 'B']	30.052	8.659999999999999e-23
496	NP_001336082.1	XGW02107.1	2	['O', 'S']	25.322	2.15e-14
497	NP_001336082.1	XGW11944.1	2	['S', 'B']	25.532	5.83e-13
498	NP_001336082.1	XGW14323.1	2	['S', 'B']	25.907	3.21e-15
499	NP_001336082.1	XGW11943.1	2	['S', 'B']	25.532	6.96e-13
500	NP_004539.1	XGW20909.1	2	['F', 'B']	31.081	5.55e-16
501	NP_001338115.1	XGW06126.1	1	['S']	37.248	6.09e-64
502	NP_001338115.1	XGW06125.1	1	['S']	37.248	5.39e-64
503	NP_001338115.1	XGW32842.1	2	['S', 'B']	52.5	1.61e-120
504	NP_001338115.1	XGW32840.1	2	['S', 'B']	52.5	1.64e-120
505	NP_001338115.1	XGW32841.1	2	['S', 'B']	52.5	1.64e-120
506	NP_036265.3	XGW30272.1	3	['O', 'S', 'B']	60.343	0.0
507	NP_036265.3	XGW30273.1	4	['O', 'S', 'F', 'B']	60.343	0.0
508	NP_001230688.1	XGW14785.1	1	['S']	31.006	2.64e-34
509	NP_001230688.1	XGW14786.1	1	['S']	27.247	5.68e-19
510	NP_001317614.1	XGW21012.1	2	['O', 'F']	0.0	0.0
511	NP_001138442.1	XGW20887.1	3	['O', 'S', 'B']	53.96	0.0
512	NP_001138442.1	XGW20888.1	3	['O', 'S', 'B']	53.96	0.0
513	NP_001138442.1	XGW20886.1	3	['O', 'S', 'B']	54.395	0.0
514	NP_001243142.1	XGW04489.1	3	['O', 'S', 'B']	71.667	0.0
515	NP_056512.5	XGW15829.1	3	['O', 'S', 'B']	55.418	5.2e-125
516	NP_056512.5	XGW15828.1	3	['O', 'S', 'B']	52.632	2.44e-118
517	NP_001265316.1	XGW04256.1	1	['O']	0.0	0.0
518	NP_001265316.1	XGW13059.1	1	['S']	0.0	0.0
519	NP_001265316.1	XGW13541.1	1	['S']	0.0	0.0
520	NP_001265316.1	XGW31750.1	1	['O']	0.0	0.0
521	NP_001265316.1	XGW23917.1	1	['B']	24.403	3.3e-14
522	NP_001265316.1	XGW23918.1	1	['B']	22.704	3.03e-13
523	NP_001265316.1	XGW13540.1	1	['S']	0.0	0.0
524	NP_001265316.1	XGW27529.1	1	['S']	0.0	0.0
525	NP_001265316.1	XGW23919.1	1	['B']	24.403	2.79e-14
526	NP_001265316.1	XGW27530.1	1	['S']	0.0	0.0
527	NP_001265316.1	XGW13062.1	1	['S']	0.0	0.0
528	NP_001265316.1	XGW04255.1	1	['O']	0.0	0.0
529	NP_001265316.1	XGW13542.1	1	['S']	0.0	0.0
530	NP_001265316.1	XGW04254.1	1	['O']	0.0	0.0
531	NP_004364.2	XGW16010.1	3	['S', 'F', 'B']	51.351	1.2199999999999999e-23
532	NP_004364.2	XGW16018.1	3	['S', 'F', 'B']	42.5	2.44e-20
533	NP_004364.2	XGW16011.1	3	['S', 'F', 'B']	51.351	1.0499999999999999e-23
534	NP_004364.2	XGW16019.1	3	['S', 'F', 'B']	42.5	2.44e-20
535	NP_004364.2	XGW16012.1	3	['S', 'F', 'B']	51.351	1.2199999999999999e-23
536	NP_004364.2	XGW16016.1	3	['S', 'F', 'B']	48.718	7.61e-24
537	NP_149348.2	XGW08276.1	1	['S']	28.767	2.58e-35
538	NP_149348.2	XGW08279.1	2	['O', 'S']	28.614	2.19e-42
539	NP_149348.2	XGW11313.1	3	['O', 'S', 'B']	30.769	1.09e-50
540	NP_149348.2	XGW09341.1	2	['O', 'S']	28.889	9.93e-56
541	NP_149348.2	XGW09342.1	1	['S']	30.704	1.18e-54
542	NP_149348.2	XGW11312.1	3	['O', 'S', 'B']	30.769	1.09e-50
543	NP_149348.2	XGW09344.1	2	['O', 'S']	30.184	1.24e-58
544	NP_149348.2	XGW09343.1	2	['O', 'S']	30.184	1.24e-58
545	NP_001274103.1	XGW35756.1	1	['B']	28.807	1.8e-179
546	NP_001276679.1	XGW27549.1	3	['O', 'S', 'B']	72.772	0.0
547	NP_001276679.1	XGW27550.1	3	['O', 'S', 'B']	72.772	0.0
548	NP_001158503.1	XGW08294.1	2	['S', 'F']	36.715	3.82e-38
549	NP_620177.1	XGW22133.1	1	['B']	42.0	3.07e-55
550	NP_620177.1	XGW21085.1	2	['O', 'S']	36.601	4.1699999999999996e-42
551	NP_620177.1	XGW21086.1	2	['O', 'S']	36.601	3.9699999999999996e-42
552	NP_620177.1	XGW22134.1	1	['B']	41.767	2.29e-55
553	NP_001340886.1	XGW32377.1	3	['S', 'F', 'B']	30.916	1.66e-13
554	NP_001340886.1	XGW32513.1	2	['O', 'S']	26.056	9.45e-11
555	NP_001340886.1	XGW32512.1	2	['O', 'S']	26.056	7.11e-11
556	NP_001340886.1	XGW32514.1	2	['O', 'S']	26.994	1.61e-11
557	NP_001340886.1	XGW32511.1	2	['O', 'S']	26.056	9.83e-11
558	NP_001340886.1	XGW27419.1	2	['O', 'S']	26.702	3.95e-11
559	NP_001340886.1	XGW32515.1	2	['O', 'S']	26.056	6.6e-11
560	NP_001340886.1	XGW27420.1	2	['O', 'S']	26.702	4.05e-11
561	NP_001340886.1	XGW32510.1	2	['O', 'S']	26.056	9.93e-11
562	NP_001273361.1	XGW15553.1	2	['S', 'B']	30.876	1.38e-19
563	NP_001273361.1	XGW15554.1	2	['S', 'B']	30.876	1.44e-19
564	NP_001273361.1	XGW15555.1	2	['S', 'B']	30.876	1.25e-19
565	NP_001854.1	XGW14041.1	2	['S', 'F']	43.836	1.32e-19
566	NP_001373851.1	XGW02761.1	2	['O', 'B']	25.31	1.41e-49
567	NP_001373851.1	XGW02762.1	2	['O', 'B']	25.31	1.34e-49
568	NP_001373851.1	XGW02652.1	2	['O', 'B']	26.952	1.97e-50
569	NP_001373851.1	XGW02651.1	2	['O', 'B']	26.952	1.97e-50
570	NP_001373851.1	XGW16681.1	1	['S']	27.331	2.01e-48
571	NP_001373851.1	XGW16682.1	1	['S']	27.331	2.01e-48
572	NP_057329.3	XGW20877.1	1	['O']	44.406	6.88e-76
573	NP_057329.3	XGW20876.1	1	['O']	44.406	1.18e-75
574	NP_057329.3	XGW22970.1	1	['O']	42.4	2.43e-64
575	NP_057329.3	XGW22968.1	1	['O']	42.4	2.43e-64
576	NP_057329.3	XGW23033.1	1	['O']	44.017	1.43e-64
577	NP_057329.3	XGW20875.1	1	['O']	44.406	6.88e-76
578	NP_057329.3	XGW22969.1	1	['O']	42.213	2.28e-61
579	NP_057329.3	XGW23032.1	1	['O']	43.2	1.99e-67
580	NP_001332915.1	XGW08367.1	1	['S']	46.185	3.6099999999999996e-60
581	NP_001332915.1	XGW08366.1	1	['S']	47.5	1.05e-59
582	NP_001294983.1	XGW08088.1	1	['S']	39.686	3.0899999999999997e-136
583	NP_001294983.1	XGW08089.1	1	['S']	39.686	3.0899999999999997e-136
584	NP_001294983.1	XGW24076.1	3	['O', 'S', 'B']	64.497	0.0
585	NP_001294983.1	XGW18415.1	3	['O', 'S', 'B']	62.476	0.0
586	NP_001294983.1	XGW24077.1	3	['O', 'S', 'B']	64.497	0.0
587	NP_001294983.1	XGW24078.1	3	['O', 'S', 'B']	64.497	0.0
588	NP_005175.2	XGW21648.1	1	['S']	0.0	0.0
589	NP_005175.2	XGW07091.1	3	['O', 'S', 'F']	97.987	9.03e-104
590	NP_005175.2	XGW21647.1	1	['S']	0.0	0.0
591	NP_001335180.1	XGW26547.1	3	['O', 'S', 'B']	49.511	1.3799999999999999e-180
592	NP_001335180.1	XGW26546.1	3	['O', 'S', 'B']	49.511	1.3799999999999999e-180
593	NP_001335180.1	XGW26545.1	3	['O', 'S', 'B']	49.511	2.19e-180
594	NP_001271216.1	XGW26636.1	1	['F']	26.19	2.25e-17
595	NP_001269316.1	XGW28532.1	4	['O', 'S', 'F', 'B']	74.209	0.0
596	NP_001269316.1	XGW28531.1	3	['O', 'S', 'B']	74.209	0.0
597	NP_001121675.1	XGW30459.1	2	['S', 'B']	0.0	0.0
598	NP_001121675.1	XGW30439.1	2	['S', 'B']	0.0	0.0
599	NP_001121675.1	XGW30440.1	2	['S', 'B']	0.0	0.0
600	NP_064517.1	XGW20380.1	1	['O']	28.102	7.51e-25
601	NP_064517.1	XGW20382.1	1	['O']	28.102	5.95e-25
602	NP_064517.1	XGW20381.1	1	['O']	27.076	3.5299999999999995e-23
603	NP_071890.2	XGW15375.1	3	['O', 'S', 'B']	37.321	2.04e-39
604	NP_071890.2	XGW15374.1	3	['O', 'S', 'B']	37.321	1.81e-39
605	NP_001309999.1	XGW32473.1	1	['B']	25.065	2.85e-14
606	NP_001309999.1	XGW01542.1	1	['O']	38.0	3.01e-12
607	NP_001309999.1	XGW01543.1	1	['O']	38.0	3.01e-12
608	NP_060599.1	XGW16624.1	4	['O', 'S', 'F', 'B']	47.619	3.45e-65
609	NP_060599.1	XGW16622.1	4	['O', 'S', 'F', 'B']	47.619	6.79e-65
610	NP_060599.1	XGW16621.1	4	['O', 'S', 'F', 'B']	47.619	7.08e-65
611	NP_060599.1	XGW16623.1	4	['O', 'S', 'F', 'B']	47.619	1.55e-64
612	NP_001378939.1	XGW09028.1	1	['S']	53.623	5.33e-153
613	NP_001378939.1	XGW09029.1	1	['S']	53.623	5.33e-153
614	NP_055185.2	XGW18402.1	2	['S', 'B']	50.344	4.92e-178
615	NP_055185.2	XGW18400.1	3	['O', 'S', 'B']	50.344	2.04e-180
616	NP_055185.2	XGW18401.1	3	['O', 'S', 'B']	54.206	0.0
617	NP_001387739.1	XGW08589.1	1	['S']	40.458	2.86e-21
618	NP_001387739.1	XGW08588.1	1	['S']	40.458	3.0600000000000003e-21
619	NP_001412049.1	XGW06543.1	1	['S']	0.0	0.0
620	NP_001412049.1	XGW06542.1	1	['S']	0.0	0.0
621	NP_001123291.1	XGW06508.1	3	['O', 'S', 'F']	61.837	3.02e-128
622	NP_001123291.1	XGW06509.1	3	['O', 'S', 'F']	61.837	2.07e-127
623	NP_001349851.1	XGW17518.1	3	['O', 'S', 'B']	63.958	5.67e-137
624	NP_001265319.1	XGW04256.1	1	['O']	0.0	0.0
625	NP_001265319.1	XGW13059.1	1	['S']	0.0	0.0
626	NP_001265319.1	XGW13541.1	1	['S']	0.0	0.0
627	NP_001265319.1	XGW31750.1	1	['O']	0.0	0.0
628	NP_001265319.1	XGW23917.1	1	['B']	24.403	6.06e-14
629	NP_001265319.1	XGW23918.1	1	['B']	22.704	4.89e-13
630	NP_001265319.1	XGW13540.1	1	['S']	0.0	0.0
631	NP_001265319.1	XGW27529.1	1	['S']	0.0	0.0
632	NP_001265319.1	XGW23919.1	1	['B']	24.403	6.32e-14
633	NP_001265319.1	XGW27530.1	1	['S']	0.0	0.0
634	NP_001265319.1	XGW13062.1	1	['S']	0.0	0.0
635	NP_001265319.1	XGW04255.1	1	['O']	0.0	0.0
636	NP_001265319.1	XGW13542.1	1	['S']	0.0	0.0
637	NP_001265319.1	XGW04254.1	1	['O']	0.0	0.0
638	NP_001374629.1	XGW13753.1	1	['O']	0.0	0.0
639	NP_001374629.1	XGW22917.1	1	['O']	0.0	0.0
640	NP_001374629.1	XGW13764.1	1	['O']	0.0	0.0
641	NP_001374629.1	XGW22916.1	1	['O']	0.0	0.0
642	NP_001374629.1	XGW13765.1	1	['O']	0.0	0.0
643	NP_001374629.1	XGW31611.1	1	['O']	0.0	0.0
644	NP_001412002.1	XGW18543.1	3	['O', 'S', 'B']	50.369	0.0
645	NP_001412002.1	XGW18544.1	3	['O', 'S', 'B']	49.909	0.0
646	NP_001291395.1	XGW29398.1	2	['S', 'B']	26.395	3.2e-32
647	NP_001291395.1	XGW28059.1	2	['O', 'S']	24.416	3.08e-25
648	NP_001291395.1	XGW28061.1	2	['O', 'S']	24.416	3.08e-25
649	NP_001291395.1	XGW25333.1	1	['B']	0.0	0.0
650	NP_001291395.1	XGW25332.1	2	['S', 'B']	27.216	8.38e-38
651	NP_001291395.1	XGW29401.1	2	['S', 'B']	27.039	2.8099999999999998e-34
652	NP_001291395.1	XGW33235.1	3	['O', 'S', 'B']	27.111	7.390000000000001e-35
653	NP_001291395.1	XGW35251.1	3	['O', 'S', 'B']	26.882	7.15e-51
654	NP_001291395.1	XGW35252.1	3	['O', 'S', 'B']	26.882	8.01e-51
655	NP_001291395.1	XGW25334.1	3	['O', 'S', 'B']	27.479	1.0999999999999999e-38
656	NP_001291395.1	XGW29403.1	2	['S', 'B']	27.293	2.84e-34
657	NP_001291395.1	XGW28060.1	2	['O', 'S']	24.123	3.6499999999999994e-23
658	NP_001291395.1	XGW29400.1	2	['S', 'B']	27.253	2.4e-35
659	NP_001291395.1	XGW25330.1	1	['B']	0.0	0.0
660	NP_001291395.1	XGW35250.1	3	['O', 'S', 'B']	26.882	8.01e-51
661	NP_001291395.1	XGW29399.1	3	['O', 'S', 'B']	26.712	7.6500000000000005e-31
662	NP_001291395.1	XGW25331.1	1	['B']	0.0	0.0
663	NP_001291395.1	XGW29402.1	2	['S', 'B']	27.039	3.23e-34
664	NP_001291395.1	XGW25273.1	3	['O', 'S', 'B']	27.235	7.990000000000001e-37
665	NP_000502.4	XGW24295.1	2	['S', 'B']	0.0	0.0
666	NP_000502.4	XGW24294.1	2	['S', 'B']	0.0	0.0
667	NP_036545.1	XGW02816.1	4	['O', 'S', 'F', 'B']	41.369	1.71e-71
668	NP_036545.1	XGW02815.1	4	['O', 'S', 'F', 'B']	41.369	1.95e-71
669	NP_001557.1	XGW15886.1	2	['S', 'B']	28.012	6.51e-26
670	NP_001557.1	XGW15887.1	2	['S', 'B']	28.846	7.64e-26
671	NP_001365361.1	XGW05773.1	1	['S']	40.625	8.45e-13
672	NP_001365361.1	XGW20511.1	1	['S']	0.0	0.0
673	NP_001365361.1	XGW05774.1	1	['S']	40.625	1.66e-12
674	NP_940914.1	XGW01378.1	3	['O', 'S', 'B']	39.104	5.78e-86
675	NP_940914.1	XGW20775.1	3	['O', 'S', 'B']	48.026	1.74e-95
676	NP_940914.1	XGW20783.1	3	['O', 'S', 'B']	36.164	8.02e-70
677	NP_940914.1	XGW20787.1	3	['O', 'S', 'B']	40.256	7.62e-78
678	NP_940914.1	XGW20776.1	1	['B']	50.495	4.34e-27
679	NP_940914.1	XGW05761.1	2	['O', 'S']	40.785	6.250000000000001e-79
680	NP_940914.1	XGW20779.1	3	['O', 'S', 'B']	39.692	1.3900000000000002e-73
681	NP_940914.1	XGW20784.1	3	['O', 'S', 'B']	36.164	5.43e-68
682	NP_940914.1	XGW20778.1	3	['O', 'S', 'B']	39.863	3.57e-62
683	NP_940914.1	XGW05762.1	1	['O']	40.785	3.21e-78
684	NP_940914.1	XGW20786.1	3	['O', 'S', 'B']	40.256	7.62e-78
685	NP_055217.2	XGW24613.1	3	['O', 'S', 'F']	34.94	1.23e-14
686	NP_068580.2	XGW13339.1	1	['B']	32.365	3.08e-28
687	NP_068580.2	XGW13340.1	1	['B']	30.962	2.82e-27
688	NP_068580.2	XGW18910.1	1	['B']	36.538	4.58e-18
689	NP_068580.2	XGW17875.1	1	['B']	39.394	1.69e-20
690	NP_068580.2	XGW18912.1	1	['B']	34.156	9.62e-26
691	NP_068580.2	XGW17876.1	1	['B']	39.394	1.69e-20
692	NP_068580.2	XGW13338.1	1	['B']	32.51	2.4800000000000003e-27
693	NP_001093392.1	XGW21276.1	1	['S']	28.289	1.86e-12
694	NP_001093392.1	XGW21277.1	1	['S']	26.374	5.84e-18
695	NP_001093392.1	XGW21275.1	1	['S']	0.0	0.0
696	NP_001387217.1	XGW10474.1	1	['S']	36.134	3.8200000000000003e-32
697	NP_001387217.1	XGW10476.1	1	['S']	36.134	4.5900000000000003e-32
698	NP_001387217.1	XGW10475.1	1	['S']	36.134	3.8200000000000003e-32
699	NP_001387217.1	XGW10477.1	1	['S']	36.134	4.7500000000000005e-32
700	NP_001291213.1	XGW15134.1	2	['S', 'B']	28.795	3.37e-70
701	NP_001291213.1	XGW15133.1	2	['S', 'B']	28.795	3.61e-70
702	NP_001291213.1	XGW15135.1	2	['S', 'B']	28.795	3.61e-70
703	NP_001309320.2	XGW01737.1	2	['O', 'S']	32.898	7.62e-60
704	NP_001309320.2	XGW01731.1	2	['O', 'S']	32.898	7.62e-60
705	NP_001309320.2	XGW01734.1	2	['O', 'S']	32.898	7.62e-60
706	NP_001309320.2	XGW01733.1	2	['O', 'S']	32.898	7.62e-60
707	NP_001309320.2	XGW01738.1	2	['O', 'S']	32.898	7.62e-60
708	NP_001309320.2	XGW01730.1	2	['O', 'S']	32.898	7.62e-60
