WormGEMid	GeneID1
NNNNNN	V3C99_001711
alh-9	V3C99_001712
Y56A3A.2	V3C99_001712
NNNNNN	V3C99_001713
jmjd-4	V3C99_001716
daf-4	V3C99_001722
exo-1	V3C99_001724
NNNNNN	V3C99_001725
heh-1	V3C99_001726
F35G12.12	V3C99_001729
wdr-48	V3C99_001730
prp-8	V3C99_001731
NNNNNN	V3C99_001733
cil-1	V3C99_001734
dnpp-1	V3C99_001735
C16C10.2	V3C99_001737
C16C10.1	V3C99_001739
lars-1	V3C99_001740
NNNNNN	V3C99_001741
gei-1	V3C99_001743
NNNNNN	V3C99_001744
T03F6.6	V3C99_001745
mup-4	V3C99_001746
NNNNNN	V3C99_001748
NNNNNN	V3C99_001751
NNNNNN	V3C99_001753
har-1	V3C99_001755
B0250.5	V3C99_001756
glod-4	V3C99_001757
ZK1098.11	V3C99_001758
unc-16	V3C99_001759
ZK1098.11	V3C99_001759
rnf-113	V3C99_001760
coq-8	V3C99_001761
C35D10.17	V3C99_001763
gos-28	V3C99_001769
F08F8.7	V3C99_001770
plr-1	V3C99_001771
algn-1	V3C99_001773
jhdm-1	V3C99_001775
hpl-1	V3C99_001776
NNNNNN	V3C99_001776
NNNNNN	V3C99_001777
coq-5	V3C99_001794
tag-307	V3C99_001795
F57B9.1	V3C99_001796
R144.6	V3C99_001797
R144.12	V3C99_001798
R144.11	V3C99_001799
slc-25A26	V3C99_001800
NNNNNN	V3C99_001801
nonu-1	V3C99_001802
NNNNNN	V3C99_001803
NNNNNN	V3C99_001807
pod-1	V3C99_001809
mlh-1	V3C99_001810
NNNNNN	V3C99_001813
orc-1	V3C99_001815
NNNNNN	V3C99_001816
K01G5.10	V3C99_001817
mrpl-32	V3C99_001818
rpn-3	V3C99_001819
hsp-110	V3C99_001820
tomm-7	V3C99_001822
ufm-1	V3C99_001823
NNNNNN	V3C99_001824
Y70G10A.3	V3C99_001827
NNNNNN	V3C99_001828
unc-116	V3C99_001833
ZC262.7	V3C99_001833
T23B5.4	V3C99_001835
C23G10.7	V3C99_001838
nex-3	V3C99_001841
ceh-43	V3C99_001843
NNNNNN	V3C99_001844
ifet-1	V3C99_001845
rps-1	V3C99_001846
NNNNNN	V3C99_001847
NNNNNN	V3C99_001848
rfp-1	V3C99_001850
C23G10.7	V3C99_001852
unc-119	V3C99_001854
vps-50	V3C99_001855
Y43F4A.1	V3C99_001856
myo-2	V3C99_001858
hip-1	V3C99_001863
NNNNNN	V3C99_001864
C10C5.3	V3C99_001866
C10C5.4	V3C99_001866
C10C5.5	V3C99_001866
C06A6.4	V3C99_001866
shpk-1	V3C99_001868
C38H2.2	V3C99_001869
cgh-1	V3C99_001870
nol-14	V3C99_001872
metl-5	V3C99_001877
trpp-3	V3C99_001878
prp-40	V3C99_001879
klp-6	V3C99_001881
der-2	V3C99_001883
hsp-75	V3C99_001884
lipt-1	V3C99_001885
snrp-40.1	V3C99_001886
R151.8	V3C99_001887
adr-2	V3C99_001888
ndus-8	V3C99_001889
ndus-8	V3C99_001890
ndus-8	V3C99_001891
NNNNNN	V3C99_001892
NNNNNN	V3C99_001893
NNNNNN	V3C99_001894
NNNNNN	V3C99_001895
ndus-8	V3C99_001896
ndus-8	V3C99_001898
adr-2	V3C99_001899
R151.8	V3C99_001900
snrp-40.1	V3C99_001901
lipt-1	V3C99_001902
hsp-75	V3C99_001903
der-2	V3C99_001904
klp-6	V3C99_001905
clu-1	V3C99_001907
NNNNNN	V3C99_001908
rnr-2	V3C99_001910
lgc-37	V3C99_001913
gab-1	V3C99_001915
gut-2	V3C99_001917
M01F1.9	V3C99_001918
dph-7	V3C99_001919
cuc-1	V3C99_001920
Y41C4A.8	V3C99_001922
Y41C4A.9	V3C99_001922
elb-1	V3C99_001923
imp-2	V3C99_001924
F47D12.9	V3C99_001929
NNNNNN	V3C99_001934
scav-2	V3C99_001936
Y55D5A.3	V3C99_001937
Y76A2B.5	V3C99_001938
ppat-1	V3C99_001939
rpb-11	V3C99_001940
F48E8.4	V3C99_001941
F48E8.2	V3C99_001942
NNNNNN	V3C99_001943
sulp-1	V3C99_001944
ift-81	V3C99_001945
rab-30	V3C99_001947
NNNNNN	V3C99_001949
NNNNNN	V3C99_001951
ntl-3	V3C99_001952
mif-1	V3C99_001953
klf-1	V3C99_001955
nduf-9	V3C99_001956
NNNNNN	V3C99_001958
asah-2	V3C99_001960
hmt-1	V3C99_001963
Y48A6C.4	V3C99_001964
NNNNNN	V3C99_001965
bud-31	V3C99_001966
set-3	V3C99_001967
Y71H2AM.20	V3C99_001968
R08D7.4	V3C99_001969
R08D7.5	V3C99_001970
lin-28	V3C99_001971
clp-1	V3C99_001972
kars-1	V3C99_001973
daf-41	V3C99_001974
eftu-2	V3C99_001977
sly-1	V3C99_001978
NNNNNN	V3C99_001980
NNNNNN	V3C99_001981
NNNNNN	V3C99_001982
psd-1	V3C99_001984
B0361.6	V3C99_001984
NNNNNN	V3C99_001991
dpyd-1	V3C99_001992
NNNNNN	V3C99_001998
NNNNNN	V3C99_001999
NNNNNN	V3C99_001999
NNNNNN	V3C99_001999
kvs-4	V3C99_002005
NNNNNN	V3C99_002006
nono-1	V3C99_002007
dlc-1	V3C99_002008
png-1	V3C99_002009
C56C10.6	V3C99_002010
F54H5.2	V3C99_002010
lim-8	V3C99_002011
mans-3	V3C99_002018
NNNNNN	V3C99_002019
aakg-1	V3C99_002023
nmt-1	V3C99_002024
NNNNNN	V3C99_002033
pros-1	V3C99_002036
NNNNNN	V3C99_002037
cbp-1	V3C99_002040
Y67D2.2	V3C99_002041
rep-1	V3C99_002044
NNNNNN	V3C99_002045
NNNNNN	V3C99_002045
NNNNNN	V3C99_002045
NNNNNN	V3C99_002045
NNNNNN	V3C99_002045
NNNNNN	V3C99_002047
NNNNNN	V3C99_002048
NNNNNN	V3C99_002048
NNNNNN	V3C99_002048
NNNNNN	V3C99_002048
NNNNNN	V3C99_002048
NNNNNN	V3C99_002048
NNNNNN	V3C99_002048
NNNNNN	V3C99_002048
NNNNNN	V3C99_002048
NNNNNN	V3C99_002048
NNNNNN	V3C99_002048
NNNNNN	V3C99_002048
NNNNNN	V3C99_002049
NNNNNN	V3C99_002049
NNNNNN	V3C99_002049
NNNNNN	V3C99_002049
NNNNNN	V3C99_002049
NNNNNN	V3C99_002049
NNNNNN	V3C99_002049
NNNNNN	V3C99_002050
NNNNNN	V3C99_002050
NNNNNN	V3C99_002050
NNNNNN	V3C99_002050
NNNNNN	V3C99_002050
NNNNNN	V3C99_002050
NNNNNN	V3C99_002050
NNNNNN	V3C99_002051
NNNNNN	V3C99_002051
NNNNNN	V3C99_002051
NNNNNN	V3C99_002051
NNNNNN	V3C99_002051
NNNNNN	V3C99_002051
NNNNNN	V3C99_002051
NNNNNN	V3C99_002052
NNNNNN	V3C99_002052
NNNNNN	V3C99_002052
NNNNNN	V3C99_002052
NNNNNN	V3C99_002052
NNNNNN	V3C99_002052
NNNNNN	V3C99_002052
NNNNNN	V3C99_002053
NNNNNN	V3C99_002053
trf-1	V3C99_002054
F45G2.8	V3C99_002056
F45G2.9	V3C99_002057
ciao-2B	V3C99_002058
NNNNNN	V3C99_002059
trd-1	V3C99_002060
tbp-1	V3C99_002061
T20B12.3	V3C99_002062
Y75B8A.31	V3C99_002063
H10E21.5	V3C99_002064
evl-18	V3C99_002065
D1054.3	V3C99_002067
pas-2	V3C99_002068
lin-48	V3C99_002069
K04C2.2	V3C99_002070
C35D10.10	V3C99_002072
NNNNNN	V3C99_002073
ced-4	V3C99_002076
ssl-1	V3C99_002077
hut-1	V3C99_002078
Y37D8A.2	V3C99_002080
Y37D8A.25	V3C99_002081
arx-5	V3C99_002082
NNNNNN	V3C99_002084
NNNNNN	V3C99_002085
yju-2	V3C99_002087
pll-1	V3C99_002088
NNNNNN	V3C99_002090
NNNNNN	V3C99_002091
tdp-1	V3C99_002092
daf-7	V3C99_002096
daf-7	V3C99_002097
trpp-11	V3C99_002098
trpp-11	V3C99_002099
NNNNNN	V3C99_002101
aldo-1	V3C99_002102
aldo-1	V3C99_002103
acsd-1	V3C99_002105
NNNNNN	V3C99_002107
acy-4	V3C99_002110
NNNNNN	V3C99_002111
NNNNNN	V3C99_002114
NNNNNN	V3C99_002115
NNNNNN	V3C99_002116
feh-1	V3C99_002117
NNNNNN	V3C99_002118
ZK686.3	V3C99_002119
snu-23	V3C99_002120
NNNNNN	V3C99_002121
NNNNNN	V3C99_002122
rha-2	V3C99_002123
NNNNNN	V3C99_002124
C37C3.12	V3C99_002126
NNNNNN	V3C99_002127
NNNNNN	V3C99_002128
NNNNNN	V3C99_002129
NNNNNN	V3C99_002133
acbp-5	V3C99_002134
glrx-21	V3C99_002135
NNNNNN	V3C99_002137
T28D6.4	V3C99_002146
trp-1	V3C99_002147
sta-2	V3C99_002148
cyp-34A1	V3C99_002149
cyp-34A2	V3C99_002149
cyp-34A5	V3C99_002149
cyp-34A6	V3C99_002149
cyp-34A7	V3C99_002149
cyp-34A8	V3C99_002149
cyp-34A9	V3C99_002149
cyp-34A10	V3C99_002149
NNNNNN	V3C99_002149
cyp-34A1	V3C99_002150
cyp-34A2	V3C99_002150
cyp-34A5	V3C99_002150
cyp-34A6	V3C99_002150
cyp-34A7	V3C99_002150
cyp-34A8	V3C99_002150
cyp-34A9	V3C99_002150
cyp-34A10	V3C99_002150
NNNNNN	V3C99_002150
php-3	V3C99_002153
let-716	V3C99_002159
C16A3.2	V3C99_002162
NNNNNN	V3C99_002175
NNNNNN	V3C99_002176
NNNNNN	V3C99_002180
cyp-34A1	V3C99_002185
cyp-34A2	V3C99_002185
cyp-34A5	V3C99_002185
cyp-34A6	V3C99_002185
cyp-34A7	V3C99_002185
cyp-34A8	V3C99_002185
cyp-34A9	V3C99_002185
cyp-34A10	V3C99_002185
NNNNNN	V3C99_002185
unc-86	V3C99_002189
gtf-2H2C	V3C99_002191
C34C12.8	V3C99_002192
pph-6	V3C99_002193
C34C12.4	V3C99_002194
dog-1	V3C99_002195
rsu-1	V3C99_002199
hus-1	V3C99_002201
mlc-5	V3C99_002202
taf-9	V3C99_002203
NNNNNN	V3C99_002204
rab-33	V3C99_002206
taf-11.1	V3C99_002207
taf-11.2	V3C99_002207
NNNNNN	V3C99_002211
sqrd-1	V3C99_002212
Y9C9A.16	V3C99_002212
sqrd-1	V3C99_002213
Y9C9A.16	V3C99_002213
cdh-1	V3C99_002216
R10F2.5	V3C99_002217
NNNNNN	V3C99_002218
NNNNNN	V3C99_002221
lis-1	V3C99_002224
C40H1.3	V3C99_002225
F10E7.5	V3C99_002228
daz-1	V3C99_002229
NNNNNN	V3C99_002230
slc-30A9	V3C99_002234
NNNNNN	V3C99_002235
pbo-1	V3C99_002236
NNNNNN	V3C99_002240
NNNNNN	V3C99_002242
NNNNNN	V3C99_002243
henn-1	V3C99_002256
rfs-1	V3C99_002257
tpst-1	V3C99_002259
sbds-1	V3C99_002260
tag-266	V3C99_002261
F55F8.3	V3C99_002262
F55F8.2	V3C99_002263
gsto-3	V3C99_002273
fbxl-1	V3C99_002280
ckr-2	V3C99_002283
NNNNNN	V3C99_002286
ubq-1	V3C99_002288
npp-10	V3C99_002289
mai-2	V3C99_002290
srrt-1	V3C99_002291
prp-19	V3C99_002292
ulp-1	V3C99_002293
T10F2.2	V3C99_002294
gars-1	V3C99_002295
NNNNNN	V3C99_002296
NNNNNN	V3C99_002297
K03H1.5	V3C99_002299
gro-1	V3C99_002301
hap-1	V3C99_002302
gop-3	V3C99_002303
gop-2	V3C99_002304
gop-1	V3C99_002305
nhl-2	V3C99_002312
Y47D3A.14	V3C99_002313
NNNNNN	V3C99_002314
NNNNNN	V3C99_002315
thoc-5	V3C99_002318
nfm-1	V3C99_002319
R151.2	V3C99_002320
T12D8.10	V3C99_002322
drr-2	V3C99_002323
T12D8.10	V3C99_002325
drr-2	V3C99_002326
aqp-11	V3C99_002328
NNNNNN	V3C99_002329
NNNNNN	V3C99_002330
agmo-1	V3C99_002332
hex-3	V3C99_002335
Y39A1C.1	V3C99_002336
oxi-1	V3C99_002337
cri-3	V3C99_002340
C28H8.3	V3C99_002341
NNNNNN	V3C99_002342
NNNNNN	V3C99_002342
R107.2	V3C99_002343
nac-2	V3C99_002346
NNNNNN	V3C99_002347
R74.7	V3C99_002348
F54B11.5	V3C99_002349
dnj-24	V3C99_002354
epg-3	V3C99_002356
unc-25	V3C99_002357
NNNNNN	V3C99_002358
M01F1.4	V3C99_002359
M01F1.4	V3C99_002364
phlp-2	V3C99_002365
helq-1	V3C99_002366
ger-1	V3C99_002367
NNNNNN	V3C99_002368
C45G9.2	V3C99_002369
vps-29	V3C99_002372
pxd-1	V3C99_002373
nas-7	V3C99_002374
NNNNNN	V3C99_002378
rcq-5	V3C99_002379
eef-1A.1	V3C99_002383
eef-1A.2	V3C99_002383
panl-2	V3C99_002384
xpb-1	V3C99_002385
NNNNNN	V3C99_002389
NNNNNN	V3C99_002390
NNNNNN	V3C99_002392
zer-1	V3C99_002393
NNNNNN	V3C99_002396
NNNNNN	V3C99_002401
R08D7.7	V3C99_002403
pde-2	V3C99_002404
NNNNNN	V3C99_002405
NNNNNN	V3C99_002405
NNNNNN	V3C99_002405
NNNNNN	V3C99_002405
NNNNNN	V3C99_002405
NNNNNN	V3C99_002405
NNNNNN	V3C99_002405
NNNNNN	V3C99_002405
NNNNNN	V3C99_002405
NNNNNN	V3C99_002405
NNNNNN	V3C99_002405
NNNNNN	V3C99_002405
NNNNNN	V3C99_002405
NNNNNN	V3C99_002405
NNNNNN	V3C99_002405
NNNNNN	V3C99_002407
NNNNNN	V3C99_002407
NNNNNN	V3C99_002407
NNNNNN	V3C99_002407
NNNNNN	V3C99_002407
NNNNNN	V3C99_002407
NNNNNN	V3C99_002407
NNNNNN	V3C99_002407
NNNNNN	V3C99_002407
NNNNNN	V3C99_002407
NNNNNN	V3C99_002407
NNNNNN	V3C99_002407
NNNNNN	V3C99_002407
NNNNNN	V3C99_002407
NNNNNN	V3C99_002408
NNNNNN	V3C99_002410
NNNNNN	V3C99_002410
NNNNNN	V3C99_002410
NNNNNN	V3C99_002410
NNNNNN	V3C99_002410
NNNNNN	V3C99_002410
NNNNNN	V3C99_002410
NNNNNN	V3C99_002410
NNNNNN	V3C99_002410
NNNNNN	V3C99_002410
NNNNNN	V3C99_002410
NNNNNN	V3C99_002410
NNNNNN	V3C99_002410
NNNNNN	V3C99_002410
NNNNNN	V3C99_002410
ndab-2	V3C99_002412
rpl-36	V3C99_002413
epg-4	V3C99_002414
rps-14	V3C99_002415
F44E2.3	V3C99_002420
NNNNNN	V3C99_002421
NNNNNN	V3C99_002422
rps-12	V3C99_002424
pst-2	V3C99_002425
rcan-1	V3C99_002426
aldo-2	V3C99_002428
trpp-4	V3C99_002430
tdo-2	V3C99_002432
twk-48	V3C99_002438
clh-3	V3C99_002441
gly-11	V3C99_002443
hse-5	V3C99_002445
jtr-1	V3C99_002446
Y53G8AR.6	V3C99_002447
Y53G8AR.5	V3C99_002448
ral-1	V3C99_002449
Y53G8AR.9	V3C99_002450
phf-15	V3C99_002451
F40A3.3	V3C99_002452
NNNNNN	V3C99_002453
hadb-1	V3C99_002456
mmcm-1	V3C99_002457
NNNNNN	V3C99_002458
ubq-1	V3C99_002460
zipt-7.2	V3C99_002461
rfc-4	V3C99_002462
tif-1A	V3C99_002463
NNNNNN	V3C99_002464
tag-250	V3C99_002466
gly-3	V3C99_002467
rom-2	V3C99_002468
Y53G8AR.8	V3C99_002468
cest-25	V3C99_002470
cest-25	V3C99_002471
let-805	V3C99_002474
zmp-2	V3C99_002476
NNNNNN	V3C99_002477
Y71H2B.2	V3C99_002478
ppfr-4	V3C99_002479
T10F2.5	V3C99_002480
oxy-4	V3C99_002481
C16C10.4	V3C99_002482
Y54H5A.1	V3C99_002483
B0303.4	V3C99_002484
NNNNNN	V3C99_002485
NNNNNN	V3C99_002486
NNNNNN	V3C99_002487
cyk-1	V3C99_002488
sumv-1	V3C99_002489
evl-14	V3C99_002490
mpc-1	V3C99_002491
cdk-12	V3C99_002493
F42H10.3	V3C99_002494
ess-2	V3C99_002495
NNNNNN	V3C99_002496
NNNNNN	V3C99_002503
snr-6	V3C99_002505
pigk-1	V3C99_002506
NNNNNN	V3C99_002507
NNNNNN	V3C99_002508
ergi-3	V3C99_002509
gei-8	V3C99_002511
strd-1	V3C99_002512
rle-1	V3C99_002514
M142.8	V3C99_002515
M142.5	V3C99_002516
rpl-23	V3C99_002518
hpo-28	V3C99_002519
rbm-26	V3C99_002520
K12H4.7	V3C99_002521
K12H4.7	V3C99_002523
ufbp-1	V3C99_002524
arf-1	V3C99_002525
NNNNNN	V3C99_002526
NNNNNN	V3C99_002526
lgc-7	V3C99_002527
lgc-8	V3C99_002527
oatr-1	V3C99_002532
C28H8.5	V3C99_002533
NNNNNN	V3C99_002535
cnt-2	V3C99_002537
NNNNNN	V3C99_002541
rfl-1	V3C99_002542
rpa-1	V3C99_002543
NNNNNN	V3C99_002545
urm-1	V3C99_002546
pho-5	V3C99_002548
algn-11	V3C99_002548
ykt-6	V3C99_002548
coh-1	V3C99_002549
NNNNNN	V3C99_002551
NNNNNN	V3C99_002554
ttll-4	V3C99_002555
ham-3	V3C99_002556
pcf-11	V3C99_002557
gtf-2H3	V3C99_002558
vps-33.1	V3C99_002560
rimb-1	V3C99_002563
vps-33.1	V3C99_002565
NNNNNN	V3C99_002565
tlk-1	V3C99_002566
tmem-132	V3C99_002567
set-27	V3C99_002568
epac-1	V3C99_002570
prx-10	V3C99_002574
prx-10	V3C99_002575
mrps-26	V3C99_002576
prmt-5	V3C99_002577
atp-2	V3C99_002578
NNNNNN	V3C99_002579
Y119D3B.12	V3C99_002581
cra-1	V3C99_002582
F42H10.6	V3C99_002586
znf-706	V3C99_002587
NNNNNN	V3C99_002589
ugtp-1	V3C99_002592
sma-2	V3C99_002593
cls-2	V3C99_002594
cls-3	V3C99_002594
cls-1	V3C99_002594
wdr-60	V3C99_002595
amx-1	V3C99_002597
apy-1	V3C99_002598
NNNNNN	V3C99_002600
NNNNNN	V3C99_002601
rme-2	V3C99_002602
NNNNNN	V3C99_002603
NNNNNN	V3C99_002605
NNNNNN	V3C99_002608
NNNNNN	V3C99_002608
tmem-131	V3C99_002609
smcr-8	V3C99_002611
NNNNNN	V3C99_002613
smc-4	V3C99_002614
NNNNNN	V3C99_002615
NNNNNN	V3C99_002616
mtx-2	V3C99_002617
ZK686.2	V3C99_002618
F37A4.2	V3C99_002619
F37A4.1	V3C99_002620
NNNNNN	V3C99_002621
NNNNNN	V3C99_002622
NNNNNN	V3C99_002623
NNNNNN	V3C99_002624
sel-2	V3C99_002630
mab-21	V3C99_002631
gipc-2	V3C99_002632
gipc-1	V3C99_002632
NNNNNN	V3C99_002637
zipt-13	V3C99_002638
ptr-19	V3C99_002639
NNNNNN	V3C99_002641
NNNNNN	V3C99_002641
NNNNNN	V3C99_002641
NNNNNN	V3C99_002641
Y54E10A.6	V3C99_002645
mrpl-17	V3C99_002646
ksr-1	V3C99_002647
NNNNNN	V3C99_002648
M60.7	V3C99_002649
F44E2.10	V3C99_002650
NNNNNN	V3C99_002651
cux-7	V3C99_002652
clk-2	V3C99_002653
cul-2	V3C99_002660
mig-22	V3C99_002661
NNNNNN	V3C99_002667
emb-8	V3C99_002680
morc-1	V3C99_002681
syx-16	V3C99_002682
kel-3	V3C99_002683
C56G2.15	V3C99_002685
mrg-1	V3C99_002686
wdr-37	V3C99_002687
ced-6	V3C99_002688
ucr-1	V3C99_002689
ddx-15	V3C99_002690
NNNNNN	V3C99_002691
B0285.6	V3C99_002695
C06E8.5	V3C99_002697
glt-6	V3C99_002698
F37A8.5	V3C99_002699
mlc-7	V3C99_002700
NNNNNN	V3C99_002702
NNNNNN	V3C99_002703
NNNNNN	V3C99_002704
NNNNNN	V3C99_002705
smr-1	V3C99_002707
smr-1	V3C99_002708
NNNNNN	V3C99_002709
vem-1	V3C99_002711
cid-1	V3C99_002713
pup-2	V3C99_002714
hira-1	V3C99_002715
snf-6	V3C99_002716
tmem-120	V3C99_002717
NNNNNN	V3C99_002718
NNNNNN	V3C99_002719
emb-9	V3C99_002727
eng-1	V3C99_002729
rabn-5	V3C99_002730
sql-1	V3C99_002731
epc-1	V3C99_002732
Y111B2A.12	V3C99_002733
gtf-2A2	V3C99_002734
rgs-5	V3C99_002736
NNNNNN	V3C99_002737
anmt-2	V3C99_002738
NNNNNN	V3C99_002740
NNNNNN	V3C99_002744
NNNNNN	V3C99_002746
arx-3	V3C99_002747
mrps-18A	V3C99_002747
rpn-11	V3C99_002748
NNNNNN	V3C99_002749
NNNNNN	V3C99_002750
crh-1	V3C99_002751
apb-1	V3C99_002752
NNNNNN	V3C99_002753
NNNNNN	V3C99_002755
acy-1	V3C99_002756
emb-5	V3C99_002757
NNNNNN	V3C99_002758
NNNNNN	V3C99_002760
C14B9.2	V3C99_002761
otub-4	V3C99_002762
B0546.4	V3C99_002764
hsp-12.2	V3C99_002765
bli-3	V3C99_002766
duox-2	V3C99_002766
bli-3	V3C99_002767
duox-2	V3C99_002767
hasp-1	V3C99_002768
hasp-2	V3C99_002768
spk-1	V3C99_002769
Y54F10AR.1	V3C99_002770
NNNNNN	V3C99_002771
pat-4	V3C99_002772
spt-4	V3C99_002773
NNNNNN	V3C99_002774
mrpl-40	V3C99_002775
pck-1	V3C99_002776
zmp-6	V3C99_002777
NNNNNN	V3C99_002780
K01A2.10	V3C99_002782
NNNNNN	V3C99_002784
lec-4	V3C99_002785
wht-1	V3C99_002790
NNNNNN	V3C99_002794
NNNNNN	V3C99_002794
NNNNNN	V3C99_002794
NNNNNN	V3C99_002794
NNNNNN	V3C99_002794
NNNNNN	V3C99_002794
NNNNNN	V3C99_002794
NNNNNN	V3C99_002794
NNNNNN	V3C99_002794
NNNNNN	V3C99_002794
NNNNNN	V3C99_002794
NNNNNN	V3C99_002794
NNNNNN	V3C99_002797
NNNNNN	V3C99_002798
F31E3.2	V3C99_002799
NNNNNN	V3C99_002799
NNNNNN	V3C99_002800
elo-4	V3C99_002801
rpia-1	V3C99_002802
pat-3	V3C99_002803
mog-3	V3C99_002804
Y54F10AL.1	V3C99_002805
NNNNNN	V3C99_002806
NNNNNN	V3C99_002807
NNNNNN	V3C99_002808
NNNNNN	V3C99_002811
vab-7	V3C99_002813
NNNNNN	V3C99_002814
dat-1	V3C99_002815
saeg-2	V3C99_002816
NNNNNN	V3C99_002817
NNNNNN	V3C99_002818
metl-6	V3C99_002819
eco-1	V3C99_002824
NNNNNN	V3C99_002825
jmjd-5	V3C99_002827
uaf-1	V3C99_002829
rab-18	V3C99_002830
NNNNNN	V3C99_002832
aqp-9	V3C99_002833
cisd-3.1	V3C99_002834
W06E11.1	V3C99_002835
orai-1	V3C99_002837
D2023.4	V3C99_002838
copd-1	V3C99_002839
C13B9.2	V3C99_002840
NNNNNN	V3C99_002841
F09C8.1	V3C99_002843
NNNNNN	V3C99_002847
rpl-21	V3C99_002848
C14B9.10	V3C99_002849
ptr-15	V3C99_002851
brd-1	V3C99_002854
NNNNNN	V3C99_002856
trpp-9	V3C99_002857
NNNNNN	V3C99_002861
NNNNNN	V3C99_002862
NNNNNN	V3C99_002862
NNNNNN	V3C99_002863
fem-2	V3C99_002868
ave-1	V3C99_002869
acs-5	V3C99_002871
NNNNNN	V3C99_002872
NNNNNN	V3C99_002876
NNNNNN	V3C99_002876
NNNNNN	V3C99_002876
NNNNNN	V3C99_002876
NNNNNN	V3C99_002876
NNNNNN	V3C99_002876
NNNNNN	V3C99_002876
NNNNNN	V3C99_002876
NNNNNN	V3C99_002876
NNNNNN	V3C99_002876
NNNNNN	V3C99_002876
fum-1	V3C99_002878
H14A12.3	V3C99_002879
ccdc-47	V3C99_002880
ZK1058.3	V3C99_002881
NNNNNN	V3C99_002885
mec-12	V3C99_002886
rpap-2	V3C99_002887
NNNNNN	V3C99_002888
W03A5.6	V3C99_002889
F10E9.5	V3C99_002890
NNNNNN	V3C99_002891
unc-24	V3C99_002893
NNNNNN	V3C99_002894
NNNNNN	V3C99_002894
pdhk-2	V3C99_002895
eif-2Balpha	V3C99_002896
rbf-1	V3C99_002901
NNNNNN	V3C99_002903
elf-1	V3C99_002904
polk-1	V3C99_002906
snpc-4	V3C99_002907
dnj-10	V3C99_002908
twk-7	V3C99_002909
ceh-16	V3C99_002914
nifk-1	V3C99_002915
stim-1	V3C99_002916
anoh-1	V3C99_002918
ncx-6	V3C99_002919
ncx-7	V3C99_002919
NNNNNN	V3C99_002920
daf-25	V3C99_002921
prmt-7	V3C99_002922
cox-5A	V3C99_002924
unc-71	V3C99_002925
bre-5	V3C99_002932
ivns-1	V3C99_002933
xpg-1	V3C99_002934
daf-2	V3C99_002938
NNNNNN	V3C99_002941
T04C9.1	V3C99_002942
dolk-1	V3C99_002944
NNNNNN	V3C99_002945
top-3	V3C99_002947
NNNNNN	V3C99_002948
ung-1	V3C99_002949
Y56A3A.31	V3C99_002951
wah-1	V3C99_002952
NNNNNN	V3C99_002954
NNNNNN	V3C99_002955
mlp-1	V3C99_002956
frm-2	V3C99_002957
pcp-1	V3C99_002959
exc-6	V3C99_002961
NNNNNN	V3C99_002962
NNNNNN	V3C99_002962
NNNNNN	V3C99_002962
NNNNNN	V3C99_002962
NNNNNN	V3C99_002962
NNNNNN	V3C99_002962
NNNNNN	V3C99_002962
NNNNNN	V3C99_002962
NNNNNN	V3C99_002962
NNNNNN	V3C99_002962
NNNNNN	V3C99_002962
NNNNNN	V3C99_002968
NNNNNN	V3C99_002969
ekl-6	V3C99_002971
T16G12.6	V3C99_002972
NNNNNN	V3C99_002973
phf-5	V3C99_002974
NNNNNN	V3C99_002975
kin-19	V3C99_002976
tbc-10	V3C99_002978
hpo-29	V3C99_002979
Y50D7A.3	V3C99_002980
xpd-1	V3C99_002981
taco-1	V3C99_002982
tbc-8	V3C99_002983
NNNNNN	V3C99_002986
ceh-20	V3C99_002987
NNNNNN	V3C99_002989
cutc-1	V3C99_002991
NNNNNN	V3C99_002992
ctr-9	V3C99_002995
wht-5	V3C99_002996
wht-5	V3C99_002997
NNNNNN	V3C99_002998
akap-1	V3C99_002999
NNNNNN	V3C99_003000
spin-4	V3C99_003001
dph-1	V3C99_003002
T15B12.1	V3C99_003003
C39B5.6	V3C99_003005
gcn-1	V3C99_003006
NNNNNN	V3C99_003008
rpt-6	V3C99_003012
C46F11.6	V3C99_003012
F56F11.4	V3C99_003012
chl-1	V3C99_003013
hat-1	V3C99_003014
ymel-1	V3C99_003016
M03C11.1	V3C99_003017
NNNNNN	V3C99_003019
NNNNNN	V3C99_003021
ddp-1	V3C99_003022
ddp-1	V3C99_003025
ttc-7	V3C99_003026
F46H5.2	V3C99_003027
smi-1	V3C99_003028
NNNNNN	V3C99_003030
R05G6.4	V3C99_003030
sca-1	V3C99_003031
NNNNNN	V3C99_003033
Y47D3A.21	V3C99_003034
him-14	V3C99_003038
NNNNNN	V3C99_003040
tyr-2	V3C99_003042
NNNNNN	V3C99_003043
NNNNNN	V3C99_003044
F54C8.7	V3C99_003045
rheb-1	V3C99_003046
che-2	V3C99_003047
R02F2.9	V3C99_003049
gid-7	V3C99_003050
R02F2.1	V3C99_003051
NNNNNN	V3C99_003052
NNNNNN	V3C99_003053
vha-14	V3C99_003055
F55H2.5	V3C99_003056
tag-325	V3C99_003058
NNNNNN	V3C99_003059
NNNNNN	V3C99_003059
hecw-1	V3C99_003065
NNNNNN	V3C99_003066
NNNNNN	V3C99_003067
znf-474	V3C99_003069
NNNNNN	V3C99_003070
NNNNNN	V3C99_003073
msi-1	V3C99_003074
npp-16	V3C99_003075
NNNNNN	V3C99_003076
bra-2	V3C99_003077
