	WormGEMid	GeneID1
1624	cah-1	V3C99_001449
1625	cox-6A	V3C99_001452
1626	scc-3	V3C99_001453
1627	cox-6A	V3C99_001454
1628	NNNNNN	V3C99_001460
1629	sax-2	V3C99_001461
1630	tbx-2	V3C99_001462
1631	Y54H5A.2	V3C99_001463
1634	NNNNNN	V3C99_001469
1635	gcna-1	V3C99_001472
1639	bbs-4	V3C99_001483
1640	dgk-3	V3C99_001484
1641	txdc-17	V3C99_001486
1642	NNNNNN	V3C99_001487
1643	Y71H2AM.1	V3C99_001488
1644	asna-1	V3C99_001489
1645	best-18	V3C99_001490
1646	W02F12.2	V3C99_001490
1648	rabx-5	V3C99_001493
1649	gpdh-2	V3C99_001494
1651	NNNNNN	V3C99_001498
1652	abi-1	V3C99_001500
1653	F54F2.9	V3C99_001501
1654	pat-2	V3C99_001502
1655	bub-1	V3C99_001504
1660	act-1	V3C99_001505
1661	act-2	V3C99_001505
1662	act-3	V3C99_001505
1663	act-4	V3C99_001505
1665	prx-19	V3C99_001506
1666	F54F2.7	V3C99_001507
1667	unc-50	V3C99_001509
1668	unc-69	V3C99_001510
1670	C25G4.3	V3C99_001514
1671	F44B9.5	V3C99_001515
1672	NNNNNN	V3C99_001516
1673	cct-6	V3C99_001517
1674	ddx-23	V3C99_001518
1675	mdt-15	V3C99_001519
1676	NNNNNN	V3C99_001520
1679	trp-2	V3C99_001523
1680	ZK1236.1	V3C99_001524
1681	C16E9.2	V3C99_001525
1683	mmab-1	V3C99_001528
1684	ula-1	V3C99_001529
1685	div-1	V3C99_001531
1686	rnp-5	V3C99_001532
1687	dbn-1	V3C99_001533
1688	Y39A1A.3	V3C99_001534
1689	epg-6	V3C99_001535
1690	metl-18	V3C99_001536
1691	golg-4	V3C99_001537
1693	isw-1	V3C99_001541
1694	NNNNNN	V3C99_001542
1695	wdr-4	V3C99_001543
1696	cyld-1	V3C99_001546
1697	Y108G3AL.2	V3C99_001548
1698	Y108G3AL.2	V3C99_001550
1699	rps-22	V3C99_001551
1700	polh-1	V3C99_001552
1701	NNNNNN	V3C99_001555
1703	gpdh-2	V3C99_001557
1704	rabx-5	V3C99_001558
1708	NNNNNN	V3C99_001567
1709	Y75B8A.7	V3C99_001568
1710	bcl-7	V3C99_001569
1711	zmp-1	V3C99_001570
1712	NNNNNN	V3C99_001573
1713	NNNNNN	V3C99_001574
1714	svop-1	V3C99_001575
1715	NNNNNN	V3C99_001576
1716	mcm-3	V3C99_001581
1717	Y39A3A.4	V3C99_001582
1718	Y48G9A.9	V3C99_001582
1719	rsks-1	V3C99_001584
1720	cdh-4	V3C99_001587
1721	NNNNNN	V3C99_001589
1726	NNNNNN	V3C99_001592
1727	let-504	V3C99_001593
1728	NNNNNN	V3C99_001594
1729	amdh-1	V3C99_001595
1730	stt-3	V3C99_001596
1731	NNNNNN	V3C99_001597
1732	bcas-2	V3C99_001598
1733	esyt-2	V3C99_001599
1736	taf-12	V3C99_001605
1738	NNNNNN	V3C99_001611
1739	sel-13	V3C99_001612
1740	ubxn-4	V3C99_001613
1756	NNNNNN	V3C99_001618
1757	NNNNNN	V3C99_001619
1758	myo-6	V3C99_001623
1759	hlh-8	V3C99_001624
1760	cnd-1	V3C99_001625
1764	NNNNNN	V3C99_001627
1765	sgcb-1	V3C99_001630
1766	C33G3.4	V3C99_001632
1767	kap-1	V3C99_001634
1768	toc-1	V3C99_001635
1769	clk-1	V3C99_001636
1770	M04B2.4	V3C99_001641
1771	R12B2.2	V3C99_001642
1773	NNNNNN	V3C99_001643
1778	pde-12	V3C99_001646
1779	sbsp-1	V3C99_001650
1780	T28D6.6	V3C99_001657
1781	NNNNNN	V3C99_001658
1783	NNNNNN	V3C99_001665
1785	NNNNNN	V3C99_001668
1786	exoc-7	V3C99_001670
1787	ndx-7	V3C99_001671
1788	zfp-1	V3C99_001672
1789	T05G5.5	V3C99_001673
1791	NNNNNN	V3C99_001676
1792	NNNNNN	V3C99_001677
1793	NNNNNN	V3C99_001678
1794	tat-1	V3C99_001680
1795	NNNNNN	V3C99_001681
1796	nca-2	V3C99_001682
1798	NNNNNN	V3C99_001683
1799	cnd-1	V3C99_001685
1800	B0464.6	V3C99_001686
1801	prp-3	V3C99_001687
1802	pitp-1	V3C99_001689
1803	pph-4.1	V3C99_001690
1805	glrx-5	V3C99_001691
1806	mrpl-36	V3C99_001692
1807	ecps-1	V3C99_001693
1809	smrd-1	V3C99_001694
1811	NNNNNN	V3C99_001697
1813	sel-15	V3C99_001700
1814	R04F11.5	V3C99_001701
1815	C45E5.1	V3C99_001702
1816	K02D10.1	V3C99_001702
1821	mtss-1	V3C99_001705
1823	K02D10.1	V3C99_001706
1824	snap-29	V3C99_001707
1825	NNNNNN	V3C99_001708
1826	NNNNNN	V3C99_001709
1827	fars-1	V3C99_001710
1828	NNNNNN	V3C99_001711
1829	alh-9	V3C99_001712
1830	Y56A3A.2	V3C99_001712
1831	NNNNNN	V3C99_001713
1832	jmjd-4	V3C99_001716
1834	daf-4	V3C99_001722
1835	exo-1	V3C99_001724
1836	NNNNNN	V3C99_001725
1837	heh-1	V3C99_001726
1838	F35G12.12	V3C99_001729
1839	wdr-48	V3C99_001730
1840	prp-8	V3C99_001731
1841	NNNNNN	V3C99_001733
1842	cil-1	V3C99_001734
1843	dnpp-1	V3C99_001735
1844	C16C10.2	V3C99_001737
1845	C16C10.1	V3C99_001739
1847	lars-1	V3C99_001740
1850	NNNNNN	V3C99_001741
1851	gei-1	V3C99_001743
1852	NNNNNN	V3C99_001744
1853	T03F6.6	V3C99_001745
1854	mup-4	V3C99_001746
1855	NNNNNN	V3C99_001748
1856	NNNNNN	V3C99_001751
1857	NNNNNN	V3C99_001753
1858	har-1	V3C99_001755
1859	B0250.5	V3C99_001756
1860	glod-4	V3C99_001757
1861	ZK1098.11	V3C99_001758
1862	unc-16	V3C99_001759
1863	ZK1098.11	V3C99_001759
1864	rnf-113	V3C99_001760
1865	coq-8	V3C99_001761
1866	C35D10.17	V3C99_001763
1868	gos-28	V3C99_001769
1869	F08F8.7	V3C99_001770
1870	plr-1	V3C99_001771
1871	algn-1	V3C99_001773
1872	jhdm-1	V3C99_001775
1873	hpl-1	V3C99_001776
1874	NNNNNN	V3C99_001776
1878	NNNNNN	V3C99_001777
1883	coq-5	V3C99_001794
1884	tag-307	V3C99_001795
1885	F57B9.1	V3C99_001796
1886	R144.6	V3C99_001797
1887	R144.12	V3C99_001798
1888	R144.11	V3C99_001799
1889	slc-25A26	V3C99_001800
1890	NNNNNN	V3C99_001801
1891	nonu-1	V3C99_001802
1892	NNNNNN	V3C99_001803
1893	NNNNNN	V3C99_001807
1894	pod-1	V3C99_001809
1895	mlh-1	V3C99_001810
1897	NNNNNN	V3C99_001813
1898	orc-1	V3C99_001815
1899	NNNNNN	V3C99_001816
1900	K01G5.10	V3C99_001817
1901	mrpl-32	V3C99_001818
1902	rpn-3	V3C99_001819
1904	hsp-110	V3C99_001820
1905	tomm-7	V3C99_001822
1906	ufm-1	V3C99_001823
1907	NNNNNN	V3C99_001824
1910	Y70G10A.3	V3C99_001827
1911	NNNNNN	V3C99_001828
1929	unc-116	V3C99_001833
1930	ZC262.7	V3C99_001833
1931	T23B5.4	V3C99_001835
1932	C23G10.7	V3C99_001838
1935	nex-3	V3C99_001841
1936	ceh-43	V3C99_001843
1937	NNNNNN	V3C99_001844
1938	ifet-1	V3C99_001845
1939	rps-1	V3C99_001846
1940	NNNNNN	V3C99_001847
1941	NNNNNN	V3C99_001848
1942	rfp-1	V3C99_001850
1944	C23G10.7	V3C99_001852
1948	unc-119	V3C99_001854
1949	vps-50	V3C99_001855
1950	Y43F4A.1	V3C99_001856
1952	myo-2	V3C99_001858
1967	hip-1	V3C99_001863
1968	NNNNNN	V3C99_001864
1970	C10C5.3	V3C99_001866
1971	C10C5.4	V3C99_001866
1972	C10C5.5	V3C99_001866
1973	C06A6.4	V3C99_001866
1974	shpk-1	V3C99_001868
1975	C38H2.2	V3C99_001869
1976	cgh-1	V3C99_001870
1978	nol-14	V3C99_001872
1982	metl-5	V3C99_001877
1983	trpp-3	V3C99_001878
1984	prp-40	V3C99_001879
1985	klp-6	V3C99_001881
1986	der-2	V3C99_001883
1987	hsp-75	V3C99_001884
1988	lipt-1	V3C99_001885
1989	snrp-40.1	V3C99_001886
1991	R151.8	V3C99_001887
1992	adr-2	V3C99_001888
1993	ndus-8	V3C99_001889
1994	ndus-8	V3C99_001890
1995	ndus-8	V3C99_001891
1996	NNNNNN	V3C99_001892
1997	NNNNNN	V3C99_001893
1998	NNNNNN	V3C99_001894
1999	NNNNNN	V3C99_001895
2000	ndus-8	V3C99_001896
2002	ndus-8	V3C99_001898
2003	adr-2	V3C99_001899
2004	R151.8	V3C99_001900
2005	snrp-40.1	V3C99_001901
2007	lipt-1	V3C99_001902
2008	hsp-75	V3C99_001903
2009	der-2	V3C99_001904
2010	klp-6	V3C99_001905
2011	clu-1	V3C99_001907
2012	NNNNNN	V3C99_001908
2014	rnr-2	V3C99_001910
2015	lgc-37	V3C99_001913
2016	gab-1	V3C99_001915
2018	gut-2	V3C99_001917
2019	M01F1.9	V3C99_001918
2020	dph-7	V3C99_001919
2022	cuc-1	V3C99_001920
2024	Y41C4A.8	V3C99_001922
2025	Y41C4A.9	V3C99_001922
2026	elb-1	V3C99_001923
2027	imp-2	V3C99_001924
2030	F47D12.9	V3C99_001929
2033	NNNNNN	V3C99_001934
2035	scav-2	V3C99_001936
2036	Y55D5A.3	V3C99_001937
2037	Y76A2B.5	V3C99_001938
2038	ppat-1	V3C99_001939
2039	rpb-11	V3C99_001940
2040	F48E8.4	V3C99_001941
2041	F48E8.2	V3C99_001942
2042	NNNNNN	V3C99_001943
2043	sulp-1	V3C99_001944
2044	ift-81	V3C99_001945
2046	rab-30	V3C99_001947
2049	NNNNNN	V3C99_001949
2051	NNNNNN	V3C99_001951
2052	ntl-3	V3C99_001952
2053	mif-1	V3C99_001953
2055	klf-1	V3C99_001955
2056	nduf-9	V3C99_001956
2057	NNNNNN	V3C99_001958
2059	asah-2	V3C99_001960
2060	hmt-1	V3C99_001963
2061	Y48A6C.4	V3C99_001964
2062	NNNNNN	V3C99_001965
2063	bud-31	V3C99_001966
2064	set-3	V3C99_001967
2065	Y71H2AM.20	V3C99_001968
2066	R08D7.4	V3C99_001969
2067	R08D7.5	V3C99_001970
2068	lin-28	V3C99_001971
2069	clp-1	V3C99_001972
2070	kars-1	V3C99_001973
2071	daf-41	V3C99_001974
2075	eftu-2	V3C99_001977
2076	sly-1	V3C99_001978
2077	NNNNNN	V3C99_001980
2078	NNNNNN	V3C99_001981
2079	NNNNNN	V3C99_001982
2080	psd-1	V3C99_001984
2081	B0361.6	V3C99_001984
2082	NNNNNN	V3C99_001991
2083	dpyd-1	V3C99_001992
2085	NNNNNN	V3C99_001998
2086	NNNNNN	V3C99_001999
2087	NNNNNN	V3C99_001999
2088	NNNNNN	V3C99_001999
2089	kvs-4	V3C99_002005
2090	NNNNNN	V3C99_002006
2091	nono-1	V3C99_002007
2092	dlc-1	V3C99_002008
2095	png-1	V3C99_002009
2109	C56C10.6	V3C99_002010
2110	F54H5.2	V3C99_002010
2112	lim-8	V3C99_002011
2122	mans-3	V3C99_002018
2123	NNNNNN	V3C99_002019
2124	aakg-1	V3C99_002023
2125	nmt-1	V3C99_002024
2137	NNNNNN	V3C99_002033
2139	pros-1	V3C99_002036
2140	NNNNNN	V3C99_002037
2141	cbp-1	V3C99_002040
2147	Y67D2.2	V3C99_002041
2167	rep-1	V3C99_002044
2169	NNNNNN	V3C99_002045
2170	NNNNNN	V3C99_002045
2171	NNNNNN	V3C99_002045
2172	NNNNNN	V3C99_002045
2173	NNNNNN	V3C99_002045
2179	NNNNNN	V3C99_002047
2184	NNNNNN	V3C99_002048
2185	NNNNNN	V3C99_002048
2186	NNNNNN	V3C99_002048
2188	NNNNNN	V3C99_002048
2189	NNNNNN	V3C99_002048
2190	NNNNNN	V3C99_002048
2191	NNNNNN	V3C99_002048
2192	NNNNNN	V3C99_002048
2193	NNNNNN	V3C99_002048
2194	NNNNNN	V3C99_002048
2195	NNNNNN	V3C99_002048
2196	NNNNNN	V3C99_002048
2197	NNNNNN	V3C99_002049
2198	NNNNNN	V3C99_002049
2199	NNNNNN	V3C99_002049
2200	NNNNNN	V3C99_002049
2201	NNNNNN	V3C99_002049
2202	NNNNNN	V3C99_002049
2203	NNNNNN	V3C99_002049
2204	NNNNNN	V3C99_002050
2205	NNNNNN	V3C99_002050
2206	NNNNNN	V3C99_002050
2207	NNNNNN	V3C99_002050
2208	NNNNNN	V3C99_002050
2209	NNNNNN	V3C99_002050
2210	NNNNNN	V3C99_002050
2212	NNNNNN	V3C99_002051
2213	NNNNNN	V3C99_002051
2214	NNNNNN	V3C99_002051
2215	NNNNNN	V3C99_002051
2216	NNNNNN	V3C99_002051
2217	NNNNNN	V3C99_002051
2218	NNNNNN	V3C99_002051
2220	NNNNNN	V3C99_002052
2221	NNNNNN	V3C99_002052
2222	NNNNNN	V3C99_002052
2223	NNNNNN	V3C99_002052
2224	NNNNNN	V3C99_002052
2225	NNNNNN	V3C99_002052
2226	NNNNNN	V3C99_002052
2227	NNNNNN	V3C99_002053
2228	NNNNNN	V3C99_002053
2229	trf-1	V3C99_002054
2230	F45G2.8	V3C99_002056
2231	F45G2.9	V3C99_002057
2232	ciao-2B	V3C99_002058
2233	NNNNNN	V3C99_002059
2234	trd-1	V3C99_002060
2235	tbp-1	V3C99_002061
2236	T20B12.3	V3C99_002062
2237	Y75B8A.31	V3C99_002063
2238	H10E21.5	V3C99_002064
2239	evl-18	V3C99_002065
2241	D1054.3	V3C99_002067
2242	pas-2	V3C99_002068
2243	lin-48	V3C99_002069
2244	K04C2.2	V3C99_002070
2246	C35D10.10	V3C99_002072
2247	NNNNNN	V3C99_002073
2249	ced-4	V3C99_002076
2250	ssl-1	V3C99_002077
2251	hut-1	V3C99_002078
2253	Y37D8A.2	V3C99_002080
2255	Y37D8A.25	V3C99_002081
2256	arx-5	V3C99_002082
2257	NNNNNN	V3C99_002084
2258	NNNNNN	V3C99_002085
2259	yju-2	V3C99_002087
2260	pll-1	V3C99_002088
2261	NNNNNN	V3C99_002090
2262	NNNNNN	V3C99_002091
2263	tdp-1	V3C99_002092
2266	daf-7	V3C99_002096
2267	daf-7	V3C99_002097
2268	trpp-11	V3C99_002098
2269	trpp-11	V3C99_002099
2270	NNNNNN	V3C99_002101
2271	aldo-1	V3C99_002102
2272	aldo-1	V3C99_002103
2274	acsd-1	V3C99_002105
2276	NNNNNN	V3C99_002107
2279	acy-4	V3C99_002110
2280	NNNNNN	V3C99_002111
2281	NNNNNN	V3C99_002114
2282	NNNNNN	V3C99_002115
2283	NNNNNN	V3C99_002116
2284	feh-1	V3C99_002117
2285	NNNNNN	V3C99_002118
2286	ZK686.3	V3C99_002119
2287	snu-23	V3C99_002120
2288	NNNNNN	V3C99_002121
2334	NNNNNN	V3C99_002122
2335	rha-2	V3C99_002123
2336	NNNNNN	V3C99_002124
2337	C37C3.12	V3C99_002126
2338	NNNNNN	V3C99_002127
2343	NNNNNN	V3C99_002128
2346	NNNNNN	V3C99_002129
2348	NNNNNN	V3C99_002133
2349	acbp-5	V3C99_002134
2350	glrx-21	V3C99_002135
2352	NNNNNN	V3C99_002137
2365	T28D6.4	V3C99_002146
2366	trp-1	V3C99_002147
2367	sta-2	V3C99_002148
2370	cyp-34A1	V3C99_002149
2371	cyp-34A2	V3C99_002149
2372	cyp-34A5	V3C99_002149
2373	cyp-34A6	V3C99_002149
2374	cyp-34A7	V3C99_002149
2375	cyp-34A8	V3C99_002149
2376	cyp-34A9	V3C99_002149
2377	cyp-34A10	V3C99_002149
2387	NNNNNN	V3C99_002149
2390	cyp-34A1	V3C99_002150
2391	cyp-34A2	V3C99_002150
2392	cyp-34A5	V3C99_002150
2393	cyp-34A6	V3C99_002150
2394	cyp-34A7	V3C99_002150
2395	cyp-34A8	V3C99_002150
2396	cyp-34A9	V3C99_002150
2397	cyp-34A10	V3C99_002150
2407	NNNNNN	V3C99_002150
2410	php-3	V3C99_002153
2414	let-716	V3C99_002159
2415	C16A3.2	V3C99_002162
2424	NNNNNN	V3C99_002175
2425	NNNNNN	V3C99_002176
2429	NNNNNN	V3C99_002180
2433	cyp-34A1	V3C99_002185
2434	cyp-34A2	V3C99_002185
2436	cyp-34A5	V3C99_002185
2437	cyp-34A6	V3C99_002185
2438	cyp-34A7	V3C99_002185
2439	cyp-34A8	V3C99_002185
2440	cyp-34A9	V3C99_002185
2441	cyp-34A10	V3C99_002185
2456	NNNNNN	V3C99_002185
2472	unc-86	V3C99_002189
2473	gtf-2H2C	V3C99_002191
2474	C34C12.8	V3C99_002192
2475	pph-6	V3C99_002193
2476	C34C12.4	V3C99_002194
2477	dog-1	V3C99_002195
2484	rsu-1	V3C99_002199
2485	hus-1	V3C99_002201
2487	mlc-5	V3C99_002202
2488	taf-9	V3C99_002203
2489	NNNNNN	V3C99_002204
2490	rab-33	V3C99_002206
2491	taf-11.1	V3C99_002207
2492	taf-11.2	V3C99_002207
2493	NNNNNN	V3C99_002211
2494	sqrd-1	V3C99_002212
2495	Y9C9A.16	V3C99_002212
2496	sqrd-1	V3C99_002213
2497	Y9C9A.16	V3C99_002213
2500	cdh-1	V3C99_002216
2501	R10F2.5	V3C99_002217
2502	NNNNNN	V3C99_002218
2505	NNNNNN	V3C99_002221
2506	lis-1	V3C99_002224
2507	C40H1.3	V3C99_002225
2508	F10E7.5	V3C99_002228
2509	daz-1	V3C99_002229
2510	NNNNNN	V3C99_002230
2513	slc-30A9	V3C99_002234
2514	NNNNNN	V3C99_002235
2515	pbo-1	V3C99_002236
2524	NNNNNN	V3C99_002240
2526	NNNNNN	V3C99_002242
2527	NNNNNN	V3C99_002243
2529	henn-1	V3C99_002256
2530	rfs-1	V3C99_002257
2531	tpst-1	V3C99_002259
2532	sbds-1	V3C99_002260
2533	tag-266	V3C99_002261
2534	F55F8.3	V3C99_002262
2535	F55F8.2	V3C99_002263
2537	gsto-3	V3C99_002273
2552	fbxl-1	V3C99_002280
2553	ckr-2	V3C99_002283
2554	NNNNNN	V3C99_002286
2555	ubq-1	V3C99_002288
2556	npp-10	V3C99_002289
2558	mai-2	V3C99_002290
2559	srrt-1	V3C99_002291
2560	prp-19	V3C99_002292
2561	ulp-1	V3C99_002293
2562	T10F2.2	V3C99_002294
2563	gars-1	V3C99_002295
2564	NNNNNN	V3C99_002296
2565	NNNNNN	V3C99_002297
2566	K03H1.5	V3C99_002299
2567	gro-1	V3C99_002301
2568	hap-1	V3C99_002302
2569	gop-3	V3C99_002303
2570	gop-2	V3C99_002304
2571	gop-1	V3C99_002305
2574	nhl-2	V3C99_002312
2575	Y47D3A.14	V3C99_002313
2576	NNNNNN	V3C99_002314
2577	NNNNNN	V3C99_002315
2579	thoc-5	V3C99_002318
2580	nfm-1	V3C99_002319
2581	R151.2	V3C99_002320
2582	T12D8.10	V3C99_002322
2583	drr-2	V3C99_002323
2584	T12D8.10	V3C99_002325
2585	drr-2	V3C99_002326
2587	aqp-11	V3C99_002328
2588	NNNNNN	V3C99_002329
2589	NNNNNN	V3C99_002330
2590	agmo-1	V3C99_002332
2593	hex-3	V3C99_002335
2594	Y39A1C.1	V3C99_002336
2595	oxi-1	V3C99_002337
2600	cri-3	V3C99_002340
2601	C28H8.3	V3C99_002341
2602	NNNNNN	V3C99_002342
2603	NNNNNN	V3C99_002342
2604	R107.2	V3C99_002343
2605	nac-2	V3C99_002346
2606	NNNNNN	V3C99_002347
2607	R74.7	V3C99_002348
2608	F54B11.5	V3C99_002349
2610	dnj-24	V3C99_002354
2612	epg-3	V3C99_002356
2613	unc-25	V3C99_002357
2614	NNNNNN	V3C99_002358
2615	M01F1.4	V3C99_002359
2619	M01F1.4	V3C99_002364
2620	phlp-2	V3C99_002365
2621	helq-1	V3C99_002366
2623	ger-1	V3C99_002367
2624	NNNNNN	V3C99_002368
2625	C45G9.2	V3C99_002369
2626	vps-29	V3C99_002372
2627	pxd-1	V3C99_002373
2628	nas-7	V3C99_002374
2629	NNNNNN	V3C99_002378
2630	rcq-5	V3C99_002379
2634	eef-1A.1	V3C99_002383
2635	eef-1A.2	V3C99_002383
2636	panl-2	V3C99_002384
2637	xpb-1	V3C99_002385
2638	NNNNNN	V3C99_002389
2639	NNNNNN	V3C99_002390
2640	NNNNNN	V3C99_002392
2641	zer-1	V3C99_002393
2718	NNNNNN	V3C99_002396
2730	NNNNNN	V3C99_002401
2732	R08D7.7	V3C99_002403
2733	pde-2	V3C99_002404
2747	NNNNNN	V3C99_002405
2751	NNNNNN	V3C99_002405
2760	NNNNNN	V3C99_002405
2761	NNNNNN	V3C99_002405
2762	NNNNNN	V3C99_002405
2763	NNNNNN	V3C99_002405
2764	NNNNNN	V3C99_002405
2765	NNNNNN	V3C99_002405
2766	NNNNNN	V3C99_002405
2769	NNNNNN	V3C99_002405
2771	NNNNNN	V3C99_002405
2772	NNNNNN	V3C99_002405
2774	NNNNNN	V3C99_002405
2777	NNNNNN	V3C99_002405
2779	NNNNNN	V3C99_002405
2795	NNNNNN	V3C99_002407
2799	NNNNNN	V3C99_002407
2808	NNNNNN	V3C99_002407
2810	NNNNNN	V3C99_002407
2811	NNNNNN	V3C99_002407
2812	NNNNNN	V3C99_002407
2813	NNNNNN	V3C99_002407
2814	NNNNNN	V3C99_002407
2817	NNNNNN	V3C99_002407
2819	NNNNNN	V3C99_002407
2820	NNNNNN	V3C99_002407
2822	NNNNNN	V3C99_002407
2825	NNNNNN	V3C99_002407
2827	NNNNNN	V3C99_002407
2830	NNNNNN	V3C99_002408
2844	NNNNNN	V3C99_002410
2848	NNNNNN	V3C99_002410
2857	NNNNNN	V3C99_002410
2858	NNNNNN	V3C99_002410
2859	NNNNNN	V3C99_002410
2860	NNNNNN	V3C99_002410
2861	NNNNNN	V3C99_002410
2862	NNNNNN	V3C99_002410
2863	NNNNNN	V3C99_002410
2866	NNNNNN	V3C99_002410
2868	NNNNNN	V3C99_002410
2869	NNNNNN	V3C99_002410
2871	NNNNNN	V3C99_002410
2874	NNNNNN	V3C99_002410
2876	NNNNNN	V3C99_002410
2880	ndab-2	V3C99_002412
2881	rpl-36	V3C99_002413
2882	epg-4	V3C99_002414
2883	rps-14	V3C99_002415
2884	F44E2.3	V3C99_002420
2885	NNNNNN	V3C99_002421
2887	NNNNNN	V3C99_002422
2888	rps-12	V3C99_002424
2889	pst-2	V3C99_002425
2890	rcan-1	V3C99_002426
2892	aldo-2	V3C99_002428
2893	trpp-4	V3C99_002430
2895	tdo-2	V3C99_002432
2962	twk-48	V3C99_002438
2963	clh-3	V3C99_002441
2964	gly-11	V3C99_002443
2965	hse-5	V3C99_002445
2966	jtr-1	V3C99_002446
2967	Y53G8AR.6	V3C99_002447
2968	Y53G8AR.5	V3C99_002448
2969	ral-1	V3C99_002449
2970	Y53G8AR.9	V3C99_002450
2971	phf-15	V3C99_002451
2972	F40A3.3	V3C99_002452
2973	NNNNNN	V3C99_002453
2974	hadb-1	V3C99_002456
2975	mmcm-1	V3C99_002457
2976	NNNNNN	V3C99_002458
2978	ubq-1	V3C99_002460
2979	zipt-7.2	V3C99_002461
2980	rfc-4	V3C99_002462
2981	tif-1A	V3C99_002463
2982	NNNNNN	V3C99_002464
2984	tag-250	V3C99_002466
2985	gly-3	V3C99_002467
2986	rom-2	V3C99_002468
2987	Y53G8AR.8	V3C99_002468
2990	cest-25	V3C99_002470
2993	cest-25	V3C99_002471
2995	let-805	V3C99_002474
2996	zmp-2	V3C99_002476
2997	NNNNNN	V3C99_002477
2998	Y71H2B.2	V3C99_002478
2999	ppfr-4	V3C99_002479
3000	T10F2.5	V3C99_002480
3001	oxy-4	V3C99_002481
3002	C16C10.4	V3C99_002482
3003	Y54H5A.1	V3C99_002483
3004	B0303.4	V3C99_002484
3005	NNNNNN	V3C99_002485
3006	NNNNNN	V3C99_002486
3007	NNNNNN	V3C99_002487
3008	cyk-1	V3C99_002488
3009	sumv-1	V3C99_002489
3010	evl-14	V3C99_002490
3011	mpc-1	V3C99_002491
3012	cdk-12	V3C99_002493
3013	F42H10.3	V3C99_002494
3014	ess-2	V3C99_002495
3015	NNNNNN	V3C99_002496
3017	NNNNNN	V3C99_002503
3018	snr-6	V3C99_002505
3019	pigk-1	V3C99_002506
3020	NNNNNN	V3C99_002507
3022	NNNNNN	V3C99_002508
3023	ergi-3	V3C99_002509
3024	gei-8	V3C99_002511
3025	strd-1	V3C99_002512
3026	rle-1	V3C99_002514
3027	M142.8	V3C99_002515
3028	M142.5	V3C99_002516
3031	rpl-23	V3C99_002518
3032	hpo-28	V3C99_002519
3033	rbm-26	V3C99_002520
3034	K12H4.7	V3C99_002521
3035	K12H4.7	V3C99_002523
3036	ufbp-1	V3C99_002524
3037	arf-1	V3C99_002525
3038	NNNNNN	V3C99_002526
3039	NNNNNN	V3C99_002526
3040	lgc-7	V3C99_002527
3041	lgc-8	V3C99_002527
3043	oatr-1	V3C99_002532
3044	C28H8.5	V3C99_002533
3045	NNNNNN	V3C99_002535
3046	cnt-2	V3C99_002537
3047	NNNNNN	V3C99_002541
3048	rfl-1	V3C99_002542
3049	rpa-1	V3C99_002543
3053	NNNNNN	V3C99_002545
3054	urm-1	V3C99_002546
3056	pho-5	V3C99_002548
3057	algn-11	V3C99_002548
3058	ykt-6	V3C99_002548
3059	coh-1	V3C99_002549
3060	NNNNNN	V3C99_002551
3062	NNNNNN	V3C99_002554
3063	ttll-4	V3C99_002555
3066	ham-3	V3C99_002556
3067	pcf-11	V3C99_002557
3068	gtf-2H3	V3C99_002558
3069	vps-33.1	V3C99_002560
3070	rimb-1	V3C99_002563
3071	vps-33.1	V3C99_002565
3072	NNNNNN	V3C99_002565
3073	tlk-1	V3C99_002566
3074	tmem-132	V3C99_002567
3075	set-27	V3C99_002568
3077	epac-1	V3C99_002570
3078	prx-10	V3C99_002574
3079	prx-10	V3C99_002575
3080	mrps-26	V3C99_002576
3081	prmt-5	V3C99_002577
3082	atp-2	V3C99_002578
3083	NNNNNN	V3C99_002579
3084	Y119D3B.12	V3C99_002581
3085	cra-1	V3C99_002582
3087	F42H10.6	V3C99_002586
3088	znf-706	V3C99_002587
3090	NNNNNN	V3C99_002589
3092	ugtp-1	V3C99_002592
3093	sma-2	V3C99_002593
3094	cls-2	V3C99_002594
3095	cls-3	V3C99_002594
3096	cls-1	V3C99_002594
3097	wdr-60	V3C99_002595
3098	amx-1	V3C99_002597
3099	apy-1	V3C99_002598
3100	NNNNNN	V3C99_002600
3101	NNNNNN	V3C99_002601
3102	rme-2	V3C99_002602
3103	NNNNNN	V3C99_002603
3104	NNNNNN	V3C99_002605
3107	NNNNNN	V3C99_002608
3108	NNNNNN	V3C99_002608
3109	tmem-131	V3C99_002609
3110	smcr-8	V3C99_002611
3111	NNNNNN	V3C99_002613
3112	smc-4	V3C99_002614
3113	NNNNNN	V3C99_002615
3114	NNNNNN	V3C99_002616
3115	mtx-2	V3C99_002617
3116	ZK686.2	V3C99_002618
3117	F37A4.2	V3C99_002619
3118	F37A4.1	V3C99_002620
3119	NNNNNN	V3C99_002621
3120	NNNNNN	V3C99_002622
3121	NNNNNN	V3C99_002623
3122	NNNNNN	V3C99_002624
3125	sel-2	V3C99_002630
3126	mab-21	V3C99_002631
3127	gipc-2	V3C99_002632
3128	gipc-1	V3C99_002632
3129	NNNNNN	V3C99_002637
3130	zipt-13	V3C99_002638
3131	ptr-19	V3C99_002639
3132	NNNNNN	V3C99_002641
3133	NNNNNN	V3C99_002641
3134	NNNNNN	V3C99_002641
3135	NNNNNN	V3C99_002641
3136	Y54E10A.6	V3C99_002645
